ID_Promocao;ID_Venda;Valor do desconto;Qtd_Vendida;Valor do retorno;Total_Venda;Custo unitário;Preço unitário;Data;Id_Canal;ID_Historico;Id_Produto
18;634776;137,8;9;0;6063,2;316,85;689;08/03/2011;2;306;218
1;634872;0;10;529;5290;243,27;529;13/09/2011;4;308;263
3;635156;119,7;12;0;4668,3;183,49;399;08/03/2012;1;81;287
21;635328;41,7;24;0;3294,3;70,87;139;01/09/2012;1;12;632
1;635465;0;10;0;6990;321,44;699;24/07/2011;4;309;225
1;635491;0;10;0;3390;155,89;339;16/10/2013;1;122;286
1;635498;0;5;0;695;70,87;139;04/01/2012;1;5;632
1;635516;0;10;0;4290;197,28;429;26/10/2012;2;306;244
1;635915;0;10;0;3990;183,49;399;30/10/2012;1;7;248
3;635927;79,8;12;0;4708,2;183,49;399;26/07/2013;1;124;274
1;635938;0;10;0;4290;197,28;429;22/07/2011;4;308;257
1;635996;0;5;0;695;70,87;139;04/11/2012;1;215;621
1;636001;0;10;0;6990;321,44;699;12/12/2011;4;308;209
1;636021;0;10;139;1390;70,87;139;05/09/2013;1;23;573
3;636198;128,7;12;0;5019,3;197,28;429;21/10/2013;1;176;244
1;636353;0;10;0;3990;183,49;399;10/05/2011;1;129;261
21;636416;147,6;12;0;4280,4;188,13;369;29/07/2012;1;180;419
1;636463;0;10;0;3990;183,49;399;19/09/2011;1;171;287
3;636482;79,8;12;399;4708,2;183,49;399;15/09/2011;1;8;261
12;636639;55,6;12;0;1612,4;70,87;139;10/01/2012;1;77;621
1;636772;0;10;0;3390;155,89;339;21/12/2012;1;109;247
1;636773;0;10;0;1390;70,87;139;09/06/2013;2;306;597
18;636901;0;9;0;6201;316,85;689;13/10/2012;1;239;218
1;637148;0;10;0;3990;183,49;399;26/08/2013;2;199;274
1;637164;0;10;0;1650;75,88;165;01/05/2013;4;308;947
1;637238;0;5;0;695;70,87;139;16/01/2013;1;119;609
1;637503;0;10;0;3990;183,49;399;23/03/2012;1;168;287
1;637521;0;10;0;1650;75,88;165;05/06/2013;3;200;947
1;637668;0;10;0;3990;183,49;399;09/08/2011;4;309;287
3;637691;482,3;24;0;16053,7;316,85;689;03/08/2013;1;185;234
12;637697;119,7;12;0;4668,3;183,49;399;28/08/2013;1;9;274
1;637775;0;15;0;3448,5;117,21;229,9;22/05/2011;1;147;458
18;638003;171,6;9;0;3689,4;197,28;429;21/03/2011;4;309;244
12;638090;55,6;12;0;1612,4;70,87;139;18/04/2011;1;161;632
3;638208;206,7;24;689;16329,3;316,85;689;09/06/2012;4;308;234
1;638359;0;10;0;3390;155,89;339;24/10/2011;1;4;286
1;638371;0;10;0;3990;183,49;399;13/08/2012;1;17;261
1;638422;0;10;0;4290;197,28;429;07/03/2013;1;143;270
1;638435;0;5;0;695;70,87;139;01/09/2013;1;127;609
9;638436;160;8;200;1440;91,97;200;10/02/2013;2;306;1441
1;638548;0;10;699;6990;321,44;699;02/06/2012;1;47;201
12;638824;68,9;12;0;8199,1;316,85;689;30/03/2011;1;26;234
1;639007;0;15;0;3448,5;117,21;229,9;24/11/2011;1;19;458
12;639047;45,98;24;0;5471,62;117,21;229,9;13/02/2011;1;44;453
12;639053;80;24;0;4720;91,97;200;12/09/2012;3;200;1441
1;639172;0;60;369;22140;188,13;369;08/06/2011;3;200;431
1;639214;0;5;200;1000;91,97;200;06/08/2012;1;125;1441
3;639305;159,6;12;0;4628,4;183,49;399;10/01/2013;1;53;274
1;639338;0;15;0;3448,5;117,21;229,9;29/07/2013;4;308;458
3;639673;110,7;36;0;13173,3;188,13;369;05/07/2011;1;154;419
21;639756;158,7;12;0;6189,3;243,27;529;13/02/2011;3;200;263
1;639899;0;10;0;6890;316,85;689;06/02/2012;1;49;234
12;639932;55,6;24;139;3280,4;70,87;139;03/10/2013;2;199;609
1;639980;0;5;0;695;70,87;139;17/09/2012;1;142;585
1;640065;0;10;0;5290;243,27;529;13/03/2013;4;309;250
1;640136;0;10;0;1390;70,87;139;08/03/2011;4;308;597
1;640288;0;10;0;3690;188,13;369;20/08/2013;1;154;419
3;640362;42,9;12;0;5105,1;197,28;429;29/08/2013;1;96;283
1;640565;0;30;0;11070;188,13;369;18/09/2012;1;177;436
1;640589;0;10;0;3990;183,49;399;13/12/2011;1;75;287
3;640718;41,7;6;0;792,3;70,87;139;29/12/2011;1;66;573
1;640873;0;10;0;1390;70,87;139;08/10/2013;1;239;561
1;641071;0;10;0;6990;321,44;699;02/01/2012;1;183;209
3;641077;41,7;6;0;792,3;70,87;139;10/03/2013;1;5;597
1;641179;0;20;0;10580;243,27;529;29/01/2011;2;306;250
1;641754;0;5;0;695;70,87;139;05/10/2011;1;28;585
12;642058;105,8;24;0;12590,2;243,27;529;29/08/2011;1;132;276
1;642068;0;10;0;3990;183,49;399;22/09/2012;1;182;274
18;642079;41,7;9;0;1209,3;70,87;139;22/06/2011;1;243;549
3;642081;119,7;12;399;4668,3;183,49;399;26/08/2011;2;199;248
12;642212;0;24;369;8856;188,13;369;03/08/2013;1;74;436
14;642215;41,7;13;0;1765,3;70,87;139;11/03/2011;1;301;609
1;642246;0;20;0;4598;117,21;229,9;24/09/2011;3;200;458
1;642380;0;5;0;695;70,87;139;29/04/2012;4;308;597
12;642440;41,7;24;0;3294,3;70,87;139;08/12/2013;4;308;561
3;642568;128,7;12;0;5019,3;197,28;429;10/04/2011;1;104;244
1;642705;0;10;0;5290;243,27;529;23/01/2012;2;199;276
1;642793;0;10;0;4290;197,28;429;09/02/2013;1;186;283
3;642869;279,6;12;0;8108,4;321,44;699;09/05/2012;1;88;225
1;642876;0;20;678;6780;155,89;339;30/08/2012;2;199;286
1;643148;0;20;0;4598;117,21;229,9;26/04/2013;3;200;453
1;643306;0;5;139;695;70,87;139;11/05/2012;2;199;609
1;643343;0;10;0;4290;197,28;429;08/10/2012;1;83;270
1;643416;0;15;0;3448,5;117,21;229,9;17/01/2012;1;66;441
1;643513;0;20;0;7380;188,13;369;10/05/2011;1;109;419
12;643515;68,9;12;0;8199,1;316,85;689;18/05/2013;4;308;234
1;643524;0;10;0;6990;321,44;699;07/02/2013;4;309;217
1;643693;0;10;0;3990;183,49;399;30/03/2013;1;180;274
1;644097;0;20;0;4598;117,21;229,9;26/12/2012;1;69;453
12;644122;159,6;12;0;4628,4;183,49;399;15/03/2012;1;182;248
1;644124;0;10;0;1390;70,87;139;16/01/2012;4;309;609
21;644168;101,7;12;339;3966,3;155,89;339;13/04/2012;4;308;286
12;644273;135,6;12;0;3932,4;155,89;339;11/10/2013;1;23;247
1;644653;0;5;0;825;75,88;165;31/03/2012;1;190;947
1;644954;0;10;0;4290;197,28;429;18/05/2011;1;220;270
3;645322;13,9;6;0;820,1;70,87;139;24/03/2012;1;144;609
1;645351;0;60;0;22140;188,13;369;31/01/2012;1;12;419
1;645352;0;10;0;5290;243,27;529;14/03/2012;1;96;289
1;645406;0;10;429;4290;197,28;429;29/07/2011;3;200;257
21;645678;0;12;0;4788;183,49;399;12/10/2012;3;200;261
1;645867;0;5;0;695;70,87;139;24/12/2013;4;309;585
9;645977;22,99;24;0;5494,61;117,21;229,9;06/02/2012;4;309;441
3;645986;86,7;12;0;3381,3;132,9;289;01/04/2011;1;194;1412
1;646001;0;30;0;11070;188,13;369;15/06/2013;1;138;436
1;646229;0;10;0;5290;243,27;529;10/12/2012;1;12;250
1;646252;0;20;0;3300;75,88;165;05/11/2013;2;199;947
3;646389;39,9;12;0;4748,1;183,49;399;08/12/2013;1;174;287
21;646608;79,8;12;399;4708,2;183,49;399;17/12/2012;3;200;261
3;646668;41,7;6;0;792,3;70,87;139;28/09/2011;1;137;632
3;646682;68,97;18;0;4069,23;117,21;229,9;03/12/2013;3;200;458
1;646776;0;10;0;6990;321,44;699;01/09/2011;1;73;209
1;646780;0;10;0;6890;316,85;689;23/09/2012;1;103;218
18;646834;73,8;18;0;6568,2;188,13;369;23/09/2011;2;306;419
1;646880;0;20;0;3300;75,88;165;23/11/2011;2;199;947
1;647041;0;30;0;11070;188,13;369;03/07/2013;1;72;436
18;647104;67,8;9;0;2983,2;155,89;339;02/06/2013;1;238;273
21;647186;139,8;24;0;16636,2;321,44;699;09/09/2013;3;200;201
1;647284;0;20;0;2780;70,87;139;14/07/2012;2;199;585
1;647524;0;20;0;7980;183,49;399;24/09/2012;3;200;287
18;647702;80;9;0;1720;91,97;200;17/07/2013;4;309;1441
1;647900;0;5;0;1000;91,97;200;28/08/2011;4;309;1441
18;647965;209,7;9;0;6081,3;321,44;699;22/08/2011;2;306;209
1;647974;0;10;0;6890;316,85;689;27/08/2012;1;137;234
1;648044;0;30;0;11070;188,13;369;17/06/2012;1;120;419
12;648418;0;12;0;5148;197,28;429;16/06/2011;1;85;283
3;648502;79,8;24;0;9496,2;183,49;399;16/07/2011;3;200;274
1;648572;0;5;0;825;75,88;165;07/04/2013;3;200;947
1;648709;0;10;429;4290;197,28;429;25/06/2012;1;44;244
1;649148;0;10;0;3990;183,49;399;15/03/2013;1;121;287
1;649195;0;10;0;6890;316,85;689;20/12/2013;1;35;202
9;649226;85,8;27;0;11497,2;197,28;429;05/01/2012;2;306;283
1;649459;0;10;0;3635;185,32;363,5;02/12/2013;1;83;355
3;649763;206,7;12;0;8061,3;316,85;689;09/10/2013;1;28;202
12;649785;91,96;24;0;5425,64;117,21;229,9;14/03/2011;1;194;453
1;649809;0;30;0;11070;188,13;369;28/05/2011;1;149;436
1;650191;0;10;0;6890;316,85;689;30/07/2013;1;176;234
1;650428;0;10;0;4290;197,28;429;18/06/2011;1;8;283
21;650537;45,98;24;0;5471,62;117,21;229,9;13/11/2013;2;199;453
3;650616;257,4;24;0;10038,6;197,28;429;02/06/2011;3;200;283
1;650768;0;20;0;10580;243,27;529;15/03/2013;2;199;289
1;650799;0;5;0;695;70,87;139;18/09/2012;2;199;609
12;650848;67,8;12;339;4000,2;155,89;339;01/09/2011;4;308;286
1;650919;0;20;0;7380;188,13;369;12/05/2011;4;309;436
12;650950;110,7;24;0;8745,3;188,13;369;13/11/2013;1;114;419
1;650955;0;40;0;15960;183,49;399;17/05/2012;2;306;287
1;650995;0;30;0;11070;188,13;369;30/04/2011;1;243;436
3;651231;68,9;12;689;8199,1;316,85;689;10/10/2013;1;16;202
21;651365;45,98;24;0;5471,62;117,21;229,9;30/03/2012;1;115;441
1;651572;0;10;0;6990;321,44;699;12/08/2013;4;309;233
12;651574;0;12;0;5148;197,28;429;14/10/2013;1;137;283
1;651765;0;10;689;6890;316,85;689;05/07/2013;1;29;202
1;651836;0;5;0;695;70,87;139;24/03/2013;1;131;632
1;652003;0;15;229,9;3448,5;117,21;229,9;21/08/2012;1;33;441
1;652018;0;10;0;3990;183,49;399;03/05/2012;1;97;248
1;652220;0;10;0;4290;197,28;429;10/11/2013;4;309;283
1;652316;0;20;0;4598;117,21;229,9;28/12/2013;1;76;453
1;652415;0;60;369;22140;188,13;369;13/08/2013;4;309;425
1;652879;0;5;0;695;70,87;139;02/03/2013;1;83;585
1;652972;0;10;0;3990;183,49;399;30/10/2011;1;192;274
3;653100;42,9;12;0;5105,1;197,28;429;28/12/2013;1;58;257
1;653888;0;10;139;1390;70,87;139;03/07/2013;4;308;585
1;654198;0;10;0;3990;183,49;399;23/02/2013;1;152;287
1;654250;0;10;0;3990;183,49;399;28/11/2011;1;163;274
1;654274;0;10;0;6890;316,85;689;18/09/2013;1;104;234
1;654308;0;5;0;695;70,87;139;20/04/2013;3;200;609
1;654404;0;30;0;11070;188,13;369;08/08/2013;1;138;419
1;654677;0;15;0;3448,5;117,21;229,9;02/01/2013;1;5;458
1;654788;0;10;0;3990;183,49;399;03/05/2012;3;200;261
1;654796;0;20;0;10580;243,27;529;14/06/2012;2;199;263
1;654925;0;10;0;1650;75,88;165;23/07/2012;1;95;947
1;655074;0;30;0;11070;188,13;369;13/07/2013;1;159;419
1;655113;0;20;0;2780;70,87;139;02/05/2011;2;306;561
1;655227;0;10;0;6890;316,85;689;05/03/2012;1;37;218
1;655350;0;20;0;2780;70,87;139;02/03/2013;4;308;573
9;655464;110,7;27;0;9852,3;188,13;369;12/04/2013;2;306;431
1;655675;0;5;0;695;70,87;139;02/05/2013;1;116;549
1;655785;0;10;0;5290;243,27;529;17/02/2011;1;131;289
12;655794;27,8;12;139;1640,2;70,87;139;24/01/2012;1;186;573
3;655925;0;12;0;4788;183,49;399;12/08/2013;1;3;248
3;656455;41,7;6;0;792,3;70,87;139;21/03/2012;1;149;609
3;656553;137,8;12;0;8130,2;316,85;689;01/10/2011;1;136;202
1;656574;0;5;0;825;75,88;165;01/03/2012;1;157;947
1;656585;0;20;699;13980;321,44;699;17/10/2011;4;309;225
9;656623;27,8;4;0;528,2;70,87;139;12/01/2011;1;231;561
1;656731;0;5;0;695;70,87;139;19/06/2011;1;24;561
1;656826;0;10;0;6890;316,85;689;01/06/2012;4;308;234
1;656915;0;10;0;3635;185,32;363,5;31/03/2011;2;199;355
1;657006;0;30;369;11070;188,13;369;01/12/2011;1;198;419
3;657066;128,7;12;0;5019,3;197,28;429;01/01/2012;1;142;257
21;657208;45,98;24;0;5471,62;117,21;229,9;22/01/2012;1;134;453
1;657267;0;30;0;11070;188,13;369;15/12/2013;1;270;436
1;657272;0;30;0;6897;117,21;229,9;06/10/2013;4;309;458
3;657327;199,5;24;0;9376,5;183,49;399;05/12/2011;1;178;248
1;657526;0;10;369;3690;188,13;369;15/07/2013;1;143;425
3;657604;115,6;12;0;3352,4;132,9;289;14/05/2013;1;170;1412
21;657636;0;12;0;2460;94,27;205;13/06/2011;4;308;1312
3;657892;171,6;12;0;4976,4;197,28;429;08/07/2013;1;29;257
21;657999;137,8;12;689;8130,2;316,85;689;18/10/2011;1;54;218
1;658130;0;20;0;2780;70,87;139;03/12/2013;1;36;549
1;658287;0;10;0;4290;197,28;429;22/12/2013;3;200;244
18;658528;206,7;9;689;5994,3;316,85;689;24/08/2012;2;306;218
1;658606;0;5;0;825;75,88;165;29/10/2011;4;308;947
18;658712;33,9;9;0;3017,1;155,89;339;02/02/2011;4;309;260
1;658738;0;10;0;2000;91,97;200;11/12/2011;1;239;1441
1;658950;0;10;0;6890;316,85;689;23/11/2011;1;11;218
1;659223;0;20;399;7980;183,49;399;30/12/2012;3;200;261
3;659436;137,8;12;689;8130,2;316,85;689;24/12/2011;1;186;234
12;659547;211,6;12;529;6136,4;243,27;529;23/03/2013;3;200;263
12;659569;0;24;0;8856;188,13;369;06/01/2011;1;131;431
1;659767;0;5;0;695;70,87;139;19/06/2011;1;100;597
1;659771;0;10;0;3990;183,49;399;24/11/2013;1;167;287
1;659871;0;10;0;1390;70,87;139;06/06/2011;1;303;621
1;660039;0;5;0;695;70,87;139;07/06/2011;1;138;632
1;660171;0;15;0;3448,5;117,21;229,9;27/01/2011;1;301;453
1;660194;0;5;0;695;70,87;139;23/04/2013;1;30;632
1;660210;0;5;0;695;70,87;139;05/09/2013;1;101;597
1;660409;0;10;0;5290;243,27;529;10/06/2013;2;199;276
9;660493;79,8;9;0;3511,2;183,49;399;29/08/2011;1;238;248
1;660520;0;20;0;7380;188,13;369;16/12/2012;1;31;419
3;660530;0;6;139;834;70,87;139;20/10/2012;1;184;609
1;660588;0;10;0;3990;183,49;399;16/12/2011;1;160;248
1;660631;0;10;0;6990;321,44;699;29/09/2013;1;175;225
12;660809;209,7;12;0;8178,3;321,44;699;11/03/2012;1;13;225
21;661051;69,9;12;699;8318,1;321,44;699;16/01/2011;1;159;233
1;661132;0;10;0;1390;70,87;139;09/07/2013;1;104;549
12;661418;0;12;0;5148;197,28;429;10/12/2012;1;30;270
1;661661;0;10;0;2050;94,27;205;10/04/2011;1;143;1315
1;662178;0;5;0;695;70,87;139;20/09/2011;1;116;609
1;662399;0;30;0;11070;188,13;369;11/05/2011;3;200;419
1;662416;0;10;0;4290;197,28;429;23/07/2013;1;231;270
1;662459;0;10;0;3990;183,49;399;05/03/2013;1;68;274
1;662530;0;10;0;3690;188,13;369;24/11/2013;1;170;425
1;662742;0;30;0;11070;188,13;369;17/11/2012;4;308;425
1;662790;0;10;0;4290;197,28;429;05/07/2013;1;42;244
27;663031;36,9;9;0;3284,1;188,13;369;03/04/2012;1;215;436
18;663289;68,9;9;0;6132,1;316,85;689;06/11/2011;1;218;234
3;663304;16,5;6;0;973,5;75,88;165;06/03/2011;1;139;947
1;663414;0;10;0;4290;197,28;429;25/09/2013;1;148;244
14;663457;239,4;13;399;4947,6;183,49;399;14/06/2012;1;271;261
1;663557;0;10;0;5290;243,27;529;23/10/2011;1;8;276
12;663617;0;12;0;5148;197,28;429;28/05/2011;1;44;270
12;663677;20;12;0;2380;91,97;200;05/10/2012;1;2;1441
3;663680;45,98;18;0;4092,22;117,21;229,9;21/02/2011;1;52;441
1;663785;0;10;289;2890;132,9;289;22/11/2012;4;309;1412
1;663903;0;10;0;3990;183,49;399;23/12/2012;1;5;248
1;664173;0;10;0;6990;321,44;699;25/06/2013;1;197;233
1;664433;0;10;399;3990;183,49;399;16/02/2013;2;306;274
12;664493;159,6;12;0;4628,4;183,49;399;16/10/2013;1;186;261
1;664498;0;30;858;12870;197,28;429;13/10/2012;2;199;270
3;664579;91,96;18;0;4046,24;117,21;229,9;29/07/2011;1;126;441
1;664815;0;10;689;6890;316,85;689;09/01/2011;1;86;202
1;664898;0;12;0;1668;70,87;139;18/06/2013;1;267;621
1;664951;0;10;429;4290;197,28;429;24/04/2012;1;44;257
27;665180;0;9;0;6201;316,85;689;30/07/2013;1;303;234
1;665335;0;5;139;695;70,87;139;27/08/2013;1;149;573
12;665399;22,99;24;0;5494,61;117,21;229,9;14/07/2011;1;122;441
1;665575;0;10;0;6990;321,44;699;23/05/2012;1;133;201
1;665707;0;10;0;3635;185,32;363,5;31/05/2012;2;199;355
1;665879;0;10;0;4290;197,28;429;23/04/2012;1;118;283
1;665910;0;10;139;1390;70,87;139;22/03/2013;1;171;597
1;665982;0;10;0;3390;155,89;339;25/08/2011;1;93;247
1;666078;0;10;399;3990;183,49;399;15/08/2012;1;138;248
3;666101;147,6;36;0;13136,4;188,13;369;30/11/2012;1;158;436
1;666561;0;15;0;3448,5;117,21;229,9;23/06/2013;1;73;453
12;666676;20;12;0;2380;91,97;200;25/02/2012;1;63;1441
1;666999;0;5;0;695;70,87;139;27/10/2011;1;66;597
1;667028;0;10;529;5290;243,27;529;28/07/2012;2;306;289
1;667097;0;12;529;6348;243,27;529;05/01/2013;1;270;263
1;667482;0;5;139;695;70,87;139;22/03/2013;1;122;549
1;668036;0;10;0;6990;321,44;699;04/07/2012;4;308;217
1;668084;0;10;0;6990;321,44;699;05/05/2012;1;27;225
1;668115;0;20;0;2780;70,87;139;18/01/2011;1;86;549
3;668387;119,7;12;0;4668,3;183,49;399;02/04/2012;1;155;261
1;668821;0;45;0;10345,5;117,21;229,9;12/05/2011;2;199;441
14;668827;64,35;13;0;5512,65;197,28;429;07/02/2011;1;270;283
12;668893;139,8;12;0;8248,2;321,44;699;28/02/2012;1;95;201
3;669089;119,7;12;0;4668,3;183,49;399;27/06/2013;1;37;287
1;669194;0;10;0;3990;183,49;399;08/08/2013;1;141;274
5;669333;119,7;13;399;5067,3;183,49;399;30/05/2011;1;267;287
1;669338;0;10;0;6990;321,44;699;06/12/2011;2;199;201
1;669407;0;10;689;6890;316,85;689;20/07/2011;1;162;218
1;669519;0;30;0;11070;188,13;369;20/04/2011;1;86;436
3;669644;0;6;0;1200;91,97;200;30/11/2012;1;161;1441
1;669934;0;15;0;3448,5;117,21;229,9;30/04/2011;1;98;458
1;670083;0;10;339;3390;155,89;339;21/02/2013;2;199;260
1;670128;0;20;0;7980;183,49;399;27/01/2013;2;199;274
1;670363;0;10;0;4290;197,28;429;04/12/2012;1;164;270
1;670454;0;5;0;695;70,87;139;29/01/2013;1;66;573
1;670461;0;15;0;3448,5;117,21;229,9;07/10/2013;4;308;458
1;670572;0;15;0;3448,5;117,21;229,9;30/06/2011;1;30;441
3;670600;68,97;18;0;4069,23;117,21;229,9;08/05/2012;4;308;458
1;670689;0;20;0;4598;117,21;229,9;26/07/2011;1;61;453
1;670751;0;10;0;3990;183,49;399;19/01/2012;1;122;248
12;671054;83,4;24;139;3252,6;70,87;139;26/06/2012;2;199;561
3;671129;68,9;12;0;8199,1;316,85;689;04/01/2011;1;114;202
12;671332;39,9;12;0;4748,1;183,49;399;29/11/2011;1;120;261
12;671840;0;12;0;1668;70,87;139;28/08/2012;1;105;621
27;671924;0;9;0;6201;316,85;689;26/12/2011;4;309;202
1;672109;0;5;0;695;70,87;139;29/04/2011;1;137;597
1;672198;0;10;689;6890;316,85;689;10/04/2013;1;124;218
1;672242;0;20;0;4598;117,21;229,9;13/10/2011;3;200;453
12;672314;0;24;0;8856;188,13;369;23/02/2012;1;5;425
1;672505;0;10;0;5290;243,27;529;30/12/2013;2;199;276
3;672662;86,7;24;0;6849,3;132,9;289;07/03/2012;2;199;1412
1;672709;0;10;0;4290;197,28;429;31/01/2012;1;138;270
12;672988;36,9;24;0;8819,1;188,13;369;25/04/2013;2;199;436
3;673050;39,9;12;399;4748,1;183,49;399;14/11/2011;1;13;287
1;673067;0;10;429;4290;197,28;429;31/01/2013;1;1;283
1;673277;0;20;399;7980;183,49;399;05/01/2013;4;308;287
21;673294;68,97;24;0;5448,63;117,21;229,9;17/04/2011;1;119;458
14;673457;99;13;0;2046;75,88;165;13/04/2012;1;268;947
1;673477;0;5;0;1000;91,97;200;01/09/2013;1;158;1441
21;673682;139,8;12;0;8248,2;321,44;699;10/03/2012;1;168;217
27;673754;171,6;9;0;3689,4;197,28;429;09/12/2011;1;243;244
1;673935;0;10;0;6990;321,44;699;25/07/2011;1;195;209
21;674289;0;12;0;4428;188,13;369;24/08/2012;1;32;425
1;674303;0;10;0;4290;197,28;429;08/02/2011;2;306;270
1;674717;0;15;0;3448,5;117,21;229,9;07/09/2011;1;179;453
1;674902;0;30;0;6897;117,21;229,9;17/03/2013;4;308;458
1;675347;0;10;0;1390;70,87;139;28/01/2012;2;199;549
1;675349;0;10;0;1390;70,87;139;02/08/2011;1;117;549
12;675450;33,9;12;0;4034,1;155,89;339;27/03/2013;3;200;247
1;675457;0;5;0;825;75,88;165;19/07/2011;1;152;947
1;675482;0;10;0;3990;183,49;399;03/08/2013;1;15;248
21;675559;49,5;24;0;3910,5;75,88;165;23/10/2012;4;308;947
1;675633;0;10;0;3390;155,89;339;22/02/2012;2;199;247
1;675933;0;10;0;5290;243,27;529;16/10/2011;3;200;263
3;675975;41,7;6;0;792,3;70,87;139;10/05/2011;1;75;561
12;676035;33,9;12;0;4034,1;155,89;339;06/08/2013;1;11;273
1;676225;0;10;0;6890;316,85;689;12/04/2011;1;218;234
1;676282;0;10;0;3990;183,49;399;21/10/2013;1;105;287
1;676318;0;10;0;6890;316,85;689;28/12/2011;1;28;202
21;676373;0;24;229,9;5517,6;117,21;229,9;07/02/2012;2;199;458
1;676428;0;10;0;3990;183,49;399;26/11/2011;1;182;261
12;676861;105,8;12;0;6242,2;243,27;529;13/03/2011;1;163;289
1;676920;0;10;0;4290;197,28;429;27/05/2012;1;91;257
1;677035;0;10;0;5290;243,27;529;21/11/2012;3;200;276
1;677117;0;10;0;3990;183,49;399;10/05/2011;1;137;274
1;677470;0;10;0;6990;321,44;699;12/04/2012;1;76;201
1;677472;0;5;0;1000;91,97;200;01/01/2012;1;98;1441
1;677491;0;10;0;3990;183,49;399;12/10/2013;1;25;274
1;677897;0;10;0;5290;243,27;529;11/02/2013;1;103;289
3;677911;159,6;12;0;4628,4;183,49;399;25/07/2011;1;70;287
1;677912;0;10;0;3990;183,49;399;18/09/2013;1;30;261
1;677954;0;5;0;695;70,87;139;09/03/2011;1;19;597
9;678108;22,99;12;0;2735,81;117,21;229,9;26/10/2012;1;220;458
1;678146;0;10;0;3990;183,49;399;11/10/2013;1;194;248
3;678166;79,8;12;0;4708,2;183,49;399;28/10/2012;3;200;274
1;678266;0;10;0;4290;197,28;429;05/09/2012;2;199;283
18;678492;55,6;9;0;1195,4;70,87;139;25/08/2013;1;231;561
1;678500;0;30;0;11070;188,13;369;18/12/2013;1;187;425
12;678511;27,8;12;0;1640,2;70,87;139;11/09/2012;4;308;549
12;678839;33,9;12;0;4034,1;155,89;339;22/10/2013;1;124;286
12;678858;110,7;24;0;8745,3;188,13;369;24/02/2013;1;81;419
1;679147;0;10;0;5290;243,27;529;08/11/2012;2;199;276
1;679346;0;10;0;3390;155,89;339;23/02/2012;2;306;273
1;679522;0;20;0;8580;197,28;429;10/04/2013;3;200;283
3;679591;0;6;0;834;70,87;139;02/07/2013;3;200;573
1;679720;0;30;0;11970;183,49;399;11/07/2012;2;306;248
1;679932;0;120;0;44280;188,13;369;07/11/2011;3;200;431
21;679943;45,98;24;0;5471,62;117,21;229,9;29/06/2012;1;93;453
21;680059;147,6;24;0;8708,4;188,13;369;10/04/2013;3;200;431
12;680509;629,1;36;699;24534,9;321,44;699;12/02/2011;2;199;217
3;680740;137,8;12;0;8130,2;316,85;689;06/07/2011;2;199;234
3;681018;22,99;18;0;4115,21;117,21;229,9;04/10/2013;1;92;441
1;681169;0;20;0;4598;117,21;229,9;20/05/2012;1;174;458
1;681228;0;10;0;6890;316,85;689;02/08/2012;4;308;218
21;681303;159,6;12;0;4628,4;183,49;399;18/04/2011;2;199;274
21;681385;115,6;12;289;3352,4;132,9;289;15/10/2011;1;98;1412
1;681393;0;10;0;3390;155,89;339;09/03/2011;3;200;260
27;681590;55,6;36;139;4948,4;70,87;139;22/09/2012;2;306;609
1;681627;0;10;0;3990;183,49;399;10/10/2013;1;129;261
3;681741;0;12;0;5148;197,28;429;30/11/2012;1;121;244
1;681920;0;30;0;11070;188,13;369;08/05/2011;1;96;436
3;681995;73,8;36;0;13210,2;188,13;369;16/10/2011;1;166;436
1;682313;0;10;0;6890;316,85;689;22/07/2011;1;79;234
1;682826;0;30;369;11070;188,13;369;25/09/2011;1;169;436
3;682839;239,4;24;399;9336,6;183,49;399;25/09/2013;4;308;261
3;682880;66;6;0;924;75,88;165;03/06/2013;1;112;947
14;682960;20,85;13;0;1786,15;70,87;139;24/01/2012;1;269;573
1;683413;0;5;139;695;70,87;139;23/05/2011;1;2;609
1;683651;0;20;0;2780;70,87;139;12/02/2011;4;308;597
1;683726;0;5;0;695;70,87;139;24/04/2011;1;167;597
1;683775;0;10;0;6890;316,85;689;27/12/2011;1;95;218
21;683846;137,8;12;689;8130,2;316,85;689;08/06/2013;4;308;218
21;683943;110,7;12;369;4317,3;188,13;369;04/07/2012;1;130;419
1;684153;0;5;0;1000;91,97;200;29/05/2011;1;96;1441
1;684213;0;10;0;1390;70,87;139;23/09/2011;1;84;561
3;684535;68,9;12;0;8199,1;316,85;689;18/11/2012;1;49;234
1;684872;0;5;0;695;70,87;139;18/09/2011;1;67;561
1;684876;0;10;0;3990;183,49;399;07/01/2013;1;2;274
12;685014;128,7;12;0;5019,3;197,28;429;10/01/2011;1;58;257
1;685020;0;5;0;1000;91,97;200;28/08/2013;1;192;1441
3;685051;0;6;0;834;70,87;139;14/12/2012;1;190;609
1;685287;0;10;0;6890;316,85;689;02/09/2013;1;11;218
12;685424;211,6;12;0;6136,4;243,27;529;16/07/2011;4;308;250
1;685531;0;10;0;4290;197,28;429;22/10/2013;1;187;244
1;685718;0;5;0;1000;91,97;200;31/05/2012;1;6;1441
1;685797;0;10;0;3990;183,49;399;28/10/2013;1;129;274
1;685835;0;15;0;3448,5;117,21;229,9;18/10/2011;1;57;453
3;685930;27,8;6;0;806,2;70,87;139;13/11/2011;2;199;561
21;686028;69,9;12;0;8318,1;321,44;699;17/02/2011;1;198;217
3;686453;41,7;6;0;792,3;70,87;139;06/09/2011;4;308;549
